,Categoria,Serie,Series_2,Valor
471,"{'39475': 'F.6 - Planos de seguros, de previdência e regime de garantias padronizadas'}",201904,"{'201001': '8', '201002': '8', '201003': '8', '201004': '8', '201101': '20', '201102': '20', '201103': '20', '201104': '20', '201201': '6', '201202': '6', '201203': '6', '201204': '6', '201301': '3', '201302': '3', '201303': '3', '201304': '3', '201401': '-24', '201402': '-25', '201403': '-22', '201404': '-27', '201501': '-20', '201502': '-31', '201503': '-41', '201504': '-45', '201601': '-32', '201602': '-36', '201603': '-40', '201604': '-36', '201701': '-53', '201702': '-66', '201703': '-84', '201704': '-83', '201801': '-76', '201802': '-99', '201803': '-83', '201804': '-95', '201901': '-85', '201902': '-85', '201903': '-64', '201904': '-96', '202001': '-71', '202002': '-122', '202003': '-123', '202004': '-113', '202101': '-104', '202102': '-124', '202103': '-120', '202104': '-129'}",-96
472,"{'39475': 'F.6 - Planos de seguros, de previdência e regime de garantias padronizadas'}",202001,"{'201001': '8', '201002': '8', '201003': '8', '201004': '8', '201101': '20', '201102': '20', '201103': '20', '201104': '20', '201201': '6', '201202': '6', '201203': '6', '201204': '6', '201301': '3', '201302': '3', '201303': '3', '201304': '3', '201401': '-24', '201402': '-25', '201403': '-22', '201404': '-27', '201501': '-20', '201502': '-31', '201503': '-41', '201504': '-45', '201601': '-32', '201602': '-36', '201603': '-40', '201604': '-36', '201701': '-53', '201702': '-66', '201703': '-84', '201704': '-83', '201801': '-76', '201802': '-99', '201803': '-83', '201804': '-95', '201901': '-85', '201902': '-85', '201903': '-64', '201904': '-96', '202001': '-71', '202002': '-122', '202003': '-123', '202004': '-113', '202101': '-104', '202102': '-124', '202103': '-120', '202104': '-129'}",-71
473,"{'39475': 'F.6 - Planos de seguros, de previdência e regime de garantias padronizadas'}",202002,"{'201001': '8', '201002': '8', '201003': '8', '201004': '8', '201101': '20', '201102': '20', '201103': '20', '201104': '20', '201201': '6', '201202': '6', '201203': '6', '201204': '6', '201301': '3', '201302': '3', '201303': '3', '201304': '3', '201401': '-24', '201402': '-25', '201403': '-22', '201404': '-27', '201501': '-20', '201502': '-31', '201503': '-41', '201504': '-45', '201601': '-32', '201602': '-36', '201603': '-40', '201604': '-36', '201701': '-53', '201702': '-66', '201703': '-84', '201704': '-83', '201801': '-76', '201802': '-99', '201803': '-83', '201804': '-95', '201901': '-85', '201902': '-85', '201903': '-64', '201904': '-96', '202001': '-71', '202002': '-122', '202003': '-123', '202004': '-113', '202101': '-104', '202102': '-124', '202103': '-120', '202104': '-129'}",-122
474,"{'39475': 'F.6 - Planos de seguros, de previdência e regime de garantias padronizadas'}",202003,"{'201001': '8', '201002': '8', '201003': '8', '201004': '8', '201101': '20', '201102': '20', '201103': '20', '201104': '20', '201201': '6', '201202': '6', '201203': '6', '201204': '6', '201301': '3', '201302': '3', '201303': '3', '201304': '3', '201401': '-24', '201402': '-25', '201403': '-22', '201404': '-27', '201501': '-20', '201502': '-31', '201503': '-41', '201504': '-45', '201601': '-32', '201602': '-36', '201603': '-40', '201604': '-36', '201701': '-53', '201702': '-66', '201703': '-84', '201704': '-83', '201801': '-76', '201802': '-99', '201803': '-83', '201804': '-95', '201901': '-85', '201902': '-85', '201903': '-64', '201904': '-96', '202001': '-71', '202002': '-122', '202003': '-123', '202004': '-113', '202101': '-104', '202102': '-124', '202103': '-120', '202104': '-129'}",-123
475,"{'39475': 'F.6 - Planos de seguros, de previdência e regime de garantias padronizadas'}",202004,"{'201001': '8', '201002': '8', '201003': '8', '201004': '8', '201101': '20', '201102': '20', '201103': '20', '201104': '20', '201201': '6', '201202': '6', '201203': '6', '201204': '6', '201301': '3', '201302': '3', '201303': '3', '201304': '3', '201401': '-24', '201402': '-25', '201403': '-22', '201404': '-27', '201501': '-20', '201502': '-31', '201503': '-41', '201504': '-45', '201601': '-32', '201602': '-36', '201603': '-40', '201604': '-36', '201701': '-53', '201702': '-66', '201703': '-84', '201704': '-83', '201801': '-76', '201802': '-99', '201803': '-83', '201804': '-95', '201901': '-85', '201902': '-85', '201903': '-64', '201904': '-96', '202001': '-71', '202002': '-122', '202003': '-123', '202004': '-113', '202101': '-104', '202102': '-124', '202103': '-120', '202104': '-129'}",-113
476,"{'39475': 'F.6 - Planos de seguros, de previdência e regime de garantias padronizadas'}",202101,"{'201001': '8', '201002': '8', '201003': '8', '201004': '8', '201101': '20', '201102': '20', '201103': '20', '201104': '20', '201201': '6', '201202': '6', '201203': '6', '201204': '6', '201301': '3', '201302': '3', '201303': '3', '201304': '3', '201401': '-24', '201402': '-25', '201403': '-22', '201404': '-27', '201501': '-20', '201502': '-31', '201503': '-41', '201504': '-45', '201601': '-32', '201602': '-36', '201603': '-40', '201604': '-36', '201701': '-53', '201702': '-66', '201703': '-84', '201704': '-83', '201801': '-76', '201802': '-99', '201803': '-83', '201804': '-95', '201901': '-85', '201902': '-85', '201903': '-64', '201904': '-96', '202001': '-71', '202002': '-122', '202003': '-123', '202004': '-113', '202101': '-104', '202102': '-124', '202103': '-120', '202104': '-129'}",-104
477,"{'39475': 'F.6 - Planos de seguros, de previdência e regime de garantias padronizadas'}",202102,"{'201001': '8', '201002': '8', '201003': '8', '201004': '8', '201101': '20', '201102': '20', '201103': '20', '201104': '20', '201201': '6', '201202': '6', '201203': '6', '201204': '6', '201301': '3', '201302': '3', '201303': '3', '201304': '3', '201401': '-24', '201402': '-25', '201403': '-22', '201404': '-27', '201501': '-20', '201502': '-31', '201503': '-41', '201504': '-45', '201601': '-32', '201602': '-36', '201603': '-40', '201604': '-36', '201701': '-53', '201702': '-66', '201703': '-84', '201704': '-83', '201801': '-76', '201802': '-99', '201803': '-83', '201804': '-95', '201901': '-85', '201902': '-85', '201903': '-64', '201904': '-96', '202001': '-71', '202002': '-122', '202003': '-123', '202004': '-113', '202101': '-104', '202102': '-124', '202103': '-120', '202104': '-129'}",-124
478,"{'39475': 'F.6 - Planos de seguros, de previdência e regime de garantias padronizadas'}",202103,"{'201001': '8', '201002': '8', '201003': '8', '201004': '8', '201101': '20', '201102': '20', '201103': '20', '201104': '20', '201201': '6', '201202': '6', '201203': '6', '201204': '6', '201301': '3', '201302': '3', '201303': '3', '201304': '3', '201401': '-24', '201402': '-25', '201403': '-22', '201404': '-27', '201501': '-20', '201502': '-31', '201503': '-41', '201504': '-45', '201601': '-32', '201602': '-36', '201603': '-40', '201604': '-36', '201701': '-53', '201702': '-66', '201703': '-84', '201704': '-83', '201801': '-76', '201802': '-99', '201803': '-83', '201804': '-95', '201901': '-85', '201902': '-85', '201903': '-64', '201904': '-96', '202001': '-71', '202002': '-122', '202003': '-123', '202004': '-113', '202101': '-104', '202102': '-124', '202103': '-120', '202104': '-129'}",-120
479,"{'39475': 'F.6 - Planos de seguros, de previdência e regime de garantias padronizadas'}",202104,"{'201001': '8', '201002': '8', '201003': '8', '201004': '8', '201101': '20', '201102': '20', '201103': '20', '201104': '20', '201201': '6', '201202': '6', '201203': '6', '201204': '6', '201301': '3', '201302': '3', '201303': '3', '201304': '3', '201401': '-24', '201402': '-25', '201403': '-22', '201404': '-27', '201501': '-20', '201502': '-31', '201503': '-41', '201504': '-45', '201601': '-32', '201602': '-36', '201603': '-40', '201604': '-36', '201701': '-53', '201702': '-66', '201703': '-84', '201704': '-83', '201801': '-76', '201802': '-99', '201803': '-83', '201804': '-95', '201901': '-85', '201902': '-85', '201903': '-64', '201904': '-96', '202001': '-71', '202002': '-122', '202003': '-123', '202004': '-113', '202101': '-104', '202102': '-124', '202103': '-120', '202104': '-129'}",-129
480,{'101007': 'F.7 - Derivativos financeiros'},201001,"{'201001': '-86', '201002': '-267', '201003': '-92', '201004': '-188', '201101': '-165', '201102': '-220', '201103': '-97', '201104': '-157', '201201': '-75', '201202': '-102', '201203': '-258', '201204': '-94', '201301': '-569', '201302': '-130', '201303': '-223', '201304': '-207', '201401': '-2532', '201402': '-2948', '201403': '-3242', '201404': '-9538', '201501': '-12307', '201502': '-16737', '201503': '-23076', '201504': '-17241', '201601': '-15843', '201602': '-18210', '201603': '-8057', '201604': '-5406', '201701': '-7384', '201702': '-8765', '201703': '-5497', '201704': '-5937', '201801': '-4963', '201802': '-10933', '201803': '-13926', '201804': '-16055', '201901': '-18767', '201902': '-31736', '201903': '-29723', '201904': '-29827', '202001': '-28848', '202002': '-38677', '202003': '-33328', '202004': '-18602', '202101': '-24087', '202102': '-22551', '202103': '-20871', '202104': '-24488'}",-86
481,{'101007': 'F.7 - Derivativos financeiros'},201002,"{'201001': '-86', '201002': '-267', '201003': '-92', '201004': '-188', '201101': '-165', '201102': '-220', '201103': '-97', '201104': '-157', '201201': '-75', '201202': '-102', '201203': '-258', '201204': '-94', '201301': '-569', '201302': '-130', '201303': '-223', '201304': '-207', '201401': '-2532', '201402': '-2948', '201403': '-3242', '201404': '-9538', '201501': '-12307', '201502': '-16737', '201503': '-23076', '201504': '-17241', '201601': '-15843', '201602': '-18210', '201603': '-8057', '201604': '-5406', '201701': '-7384', '201702': '-8765', '201703': '-5497', '201704': '-5937', '201801': '-4963', '201802': '-10933', '201803': '-13926', '201804': '-16055', '201901': '-18767', '201902': '-31736', '201903': '-29723', '201904': '-29827', '202001': '-28848', '202002': '-38677', '202003': '-33328', '202004': '-18602', '202101': '-24087', '202102': '-22551', '202103': '-20871', '202104': '-24488'}",-267
482,{'101007': 'F.7 - Derivativos financeiros'},201003,"{'201001': '-86', '201002': '-267', '201003': '-92', '201004': '-188', '201101': '-165', '201102': '-220', '201103': '-97', '201104': '-157', '201201': '-75', '201202': '-102', '201203': '-258', '201204': '-94', '201301': '-569', '201302': '-130', '201303': '-223', '201304': '-207', '201401': '-2532', '201402': '-2948', '201403': '-3242', '201404': '-9538', '201501': '-12307', '201502': '-16737', '201503': '-23076', '201504': '-17241', '201601': '-15843', '201602': '-18210', '201603': '-8057', '201604': '-5406', '201701': '-7384', '201702': '-8765', '201703': '-5497', '201704': '-5937', '201801': '-4963', '201802': '-10933', '201803': '-13926', '201804': '-16055', '201901': '-18767', '201902': '-31736', '201903': '-29723', '201904': '-29827', '202001': '-28848', '202002': '-38677', '202003': '-33328', '202004': '-18602', '202101': '-24087', '202102': '-22551', '202103': '-20871', '202104': '-24488'}",-92
483,{'101007': 'F.7 - Derivativos financeiros'},201004,"{'201001': '-86', '201002': '-267', '201003': '-92', '201004': '-188', '201101': '-165', '201102': '-220', '201103': '-97', '201104': '-157', '201201': '-75', '201202': '-102', '201203': '-258', '201204': '-94', '201301': '-569', '201302': '-130', '201303': '-223', '201304': '-207', '201401': '-2532', '201402': '-2948', '201403': '-3242', '201404': '-9538', '201501': '-12307', '201502': '-16737', '201503': '-23076', '201504': '-17241', '201601': '-15843', '201602': '-18210', '201603': '-8057', '201604': '-5406', '201701': '-7384', '201702': '-8765', '201703': '-5497', '201704': '-5937', '201801': '-4963', '201802': '-10933', '201803': '-13926', '201804': '-16055', '201901': '-18767', '201902': '-31736', '201903': '-29723', '201904': '-29827', '202001': '-28848', '202002': '-38677', '202003': '-33328', '202004': '-18602', '202101': '-24087', '202102': '-22551', '202103': '-20871', '202104': '-24488'}",-188
484,{'101007': 'F.7 - Derivativos financeiros'},201101,"{'201001': '-86', '201002': '-267', '201003': '-92', '201004': '-188', '201101': '-165', '201102': '-220', '201103': '-97', '201104': '-157', '201201': '-75', '201202': '-102', '201203': '-258', '201204': '-94', '201301': '-569', '201302': '-130', '201303': '-223', '201304': '-207', '201401': '-2532', '201402': '-2948', '201403': '-3242', '201404': '-9538', '201501': '-12307', '201502': '-16737', '201503': '-23076', '201504': '-17241', '201601': '-15843', '201602': '-18210', '201603': '-8057', '201604': '-5406', '201701': '-7384', '201702': '-8765', '201703': '-5497', '201704': '-5937', '201801': '-4963', '201802': '-10933', '201803': '-13926', '201804': '-16055', '201901': '-18767', '201902': '-31736', '201903': '-29723', '201904': '-29827', '202001': '-28848', '202002': '-38677', '202003': '-33328', '202004': '-18602', '202101': '-24087', '202102': '-22551', '202103': '-20871', '202104': '-24488'}",-165
485,{'101007': 'F.7 - Derivativos financeiros'},201102,"{'201001': '-86', '201002': '-267', '201003': '-92', '201004': '-188', '201101': '-165', '201102': '-220', '201103': '-97', '201104': '-157', '201201': '-75', '201202': '-102', '201203': '-258', '201204': '-94', '201301': '-569', '201302': '-130', '201303': '-223', '201304': '-207', '201401': '-2532', '201402': '-2948', '201403': '-3242', '201404': '-9538', '201501': '-12307', '201502': '-16737', '201503': '-23076', '201504': '-17241', '201601': '-15843', '201602': '-18210', '201603': '-8057', '201604': '-5406', '201701': '-7384', '201702': '-8765', '201703': '-5497', '201704': '-5937', '201801': '-4963', '201802': '-10933', '201803': '-13926', '201804': '-16055', '201901': '-18767', '201902': '-31736', '201903': '-29723', '201904': '-29827', '202001': '-28848', '202002': '-38677', '202003': '-33328', '202004': '-18602', '202101': '-24087', '202102': '-22551', '202103': '-20871', '202104': '-24488'}",-220
486,{'101007': 'F.7 - Derivativos financeiros'},201103,"{'201001': '-86', '201002': '-267', '201003': '-92', '201004': '-188', '201101': '-165', '201102': '-220', '201103': '-97', '201104': '-157', '201201': '-75', '201202': '-102', '201203': '-258', '201204': '-94', '201301': '-569', '201302': '-130', '201303': '-223', '201304': '-207', '201401': '-2532', '201402': '-2948', '201403': '-3242', '201404': '-9538', '201501': '-12307', '201502': '-16737', '201503': '-23076', '201504': '-17241', '201601': '-15843', '201602': '-18210', '201603': '-8057', '201604': '-5406', '201701': '-7384', '201702': '-8765', '201703': '-5497', '201704': '-5937', '201801': '-4963', '201802': '-10933', '201803': '-13926', '201804': '-16055', '201901': '-18767', '201902': '-31736', '201903': '-29723', '201904': '-29827', '202001': '-28848', '202002': '-38677', '202003': '-33328', '202004': '-18602', '202101': '-24087', '202102': '-22551', '202103': '-20871', '202104': '-24488'}",-97
487,{'101007': 'F.7 - Derivativos financeiros'},201104,"{'201001': '-86', '201002': '-267', '201003': '-92', '201004': '-188', '201101': '-165', '201102': '-220', '201103': '-97', '201104': '-157', '201201': '-75', '201202': '-102', '201203': '-258', '201204': '-94', '201301': '-569', '201302': '-130', '201303': '-223', '201304': '-207', '201401': '-2532', '201402': '-2948', '201403': '-3242', '201404': '-9538', '201501': '-12307', '201502': '-16737', '201503': '-23076', '201504': '-17241', '201601': '-15843', '201602': '-18210', '201603': '-8057', '201604': '-5406', '201701': '-7384', '201702': '-8765', '201703': '-5497', '201704': '-5937', '201801': '-4963', '201802': '-10933', '201803': '-13926', '201804': '-16055', '201901': '-18767', '201902': '-31736', '201903': '-29723', '201904': '-29827', '202001': '-28848', '202002': '-38677', '202003': '-33328', '202004': '-18602', '202101': '-24087', '202102': '-22551', '202103': '-20871', '202104': '-24488'}",-157
488,{'101007': 'F.7 - Derivativos financeiros'},201201,"{'201001': '-86', '201002': '-267', '201003': '-92', '201004': '-188', '201101': '-165', '201102': '-220', '201103': '-97', '201104': '-157', '201201': '-75', '201202': '-102', '201203': '-258', '201204': '-94', '201301': '-569', '201302': '-130', '201303': '-223', '201304': '-207', '201401': '-2532', '201402': '-2948', '201403': '-3242', '201404': '-9538', '201501': '-12307', '201502': '-16737', '201503': '-23076', '201504': '-17241', '201601': '-15843', '201602': '-18210', '201603': '-8057', '201604': '-5406', '201701': '-7384', '201702': '-8765', '201703': '-5497', '201704': '-5937', '201801': '-4963', '201802': '-10933', '201803': '-13926', '201804': '-16055', '201901': '-18767', '201902': '-31736', '201903': '-29723', '201904': '-29827', '202001': '-28848', '202002': '-38677', '202003': '-33328', '202004': '-18602', '202101': '-24087', '202102': '-22551', '202103': '-20871', '202104': '-24488'}",-75
489,{'101007': 'F.7 - Derivativos financeiros'},201202,"{'201001': '-86', '201002': '-267', '201003': '-92', '201004': '-188', '201101': '-165', '201102': '-220', '201103': '-97', '201104': '-157', '201201': '-75', '201202': '-102', '201203': '-258', '201204': '-94', '201301': '-569', '201302': '-130', '201303': '-223', '201304': '-207', '201401': '-2532', '201402': '-2948', '201403': '-3242', '201404': '-9538', '201501': '-12307', '201502': '-16737', '201503': '-23076', '201504': '-17241', '201601': '-15843', '201602': '-18210', '201603': '-8057', '201604': '-5406', '201701': '-7384', '201702': '-8765', '201703': '-5497', '201704': '-5937', '201801': '-4963', '201802': '-10933', '201803': '-13926', '201804': '-16055', '201901': '-18767', '201902': '-31736', '201903': '-29723', '201904': '-29827', '202001': '-28848', '202002': '-38677', '202003': '-33328', '202004': '-18602', '202101': '-24087', '202102': '-22551', '202103': '-20871', '202104': '-24488'}",-102
490,{'101007': 'F.7 - Derivativos financeiros'},201203,"{'201001': '-86', '201002': '-267', '201003': '-92', '201004': '-188', '201101': '-165', '201102': '-220', '201103': '-97', '201104': '-157', '201201': '-75', '201202': '-102', '201203': '-258', '201204': '-94', '201301': '-569', '201302': '-130', '201303': '-223', '201304': '-207', '201401': '-2532', '201402': '-2948', '201403': '-3242', '201404': '-9538', '201501': '-12307', '201502': '-16737', '201503': '-23076', '201504': '-17241', '201601': '-15843', '201602': '-18210', '201603': '-8057', '201604': '-5406', '201701': '-7384', '201702': '-8765', '201703': '-5497', '201704': '-5937', '201801': '-4963', '201802': '-10933', '201803': '-13926', '201804': '-16055', '201901': '-18767', '201902': '-31736', '201903': '-29723', '201904': '-29827', '202001': '-28848', '202002': '-38677', '202003': '-33328', '202004': '-18602', '202101': '-24087', '202102': '-22551', '202103': '-20871', '202104': '-24488'}",-258
491,{'101007': 'F.7 - Derivativos financeiros'},201204,"{'201001': '-86', '201002': '-267', '201003': '-92', '201004': '-188', '201101': '-165', '201102': '-220', '201103': '-97', '201104': '-157', '201201': '-75', '201202': '-102', '201203': '-258', '201204': '-94', '201301': '-569', '201302': '-130', '201303': '-223', '201304': '-207', '201401': '-2532', '201402': '-2948', '201403': '-3242', '201404': '-9538', '201501': '-12307', '201502': '-16737', '201503': '-23076', '201504': '-17241', '201601': '-15843', '201602': '-18210', '201603': '-8057', '201604': '-5406', '201701': '-7384', '201702': '-8765', '201703': '-5497', '201704': '-5937', '201801': '-4963', '201802': '-10933', '201803': '-13926', '201804': '-16055', '201901': '-18767', '201902': '-31736', '201903': '-29723', '201904': '-29827', '202001': '-28848', '202002': '-38677', '202003': '-33328', '202004': '-18602', '202101': '-24087', '202102': '-22551', '202103': '-20871', '202104': '-24488'}",-94
492,{'101007': 'F.7 - Derivativos financeiros'},201301,"{'201001': '-86', '201002': '-267', '201003': '-92', '201004': '-188', '201101': '-165', '201102': '-220', '201103': '-97', '201104': '-157', '201201': '-75', '201202': '-102', '201203': '-258', '201204': '-94', '201301': '-569', '201302': '-130', '201303': '-223', '201304': '-207', '201401': '-2532', '201402': '-2948', '201403': '-3242', '201404': '-9538', '201501': '-12307', '201502': '-16737', '201503': '-23076', '201504': '-17241', '201601': '-15843', '201602': '-18210', '201603': '-8057', '201604': '-5406', '201701': '-7384', '201702': '-8765', '201703': '-5497', '201704': '-5937', '201801': '-4963', '201802': '-10933', '201803': '-13926', '201804': '-16055', '201901': '-18767', '201902': '-31736', '201903': '-29723', '201904': '-29827', '202001': '-28848', '202002': '-38677', '202003': '-33328', '202004': '-18602', '202101': '-24087', '202102': '-22551', '202103': '-20871', '202104': '-24488'}",-569
493,{'101007': 'F.7 - Derivativos financeiros'},201302,"{'201001': '-86', '201002': '-267', '201003': '-92', '201004': '-188', '201101': '-165', '201102': '-220', '201103': '-97', '201104': '-157', '201201': '-75', '201202': '-102', '201203': '-258', '201204': '-94', '201301': '-569', '201302': '-130', '201303': '-223', '201304': '-207', '201401': '-2532', '201402': '-2948', '201403': '-3242', '201404': '-9538', '201501': '-12307', '201502': '-16737', '201503': '-23076', '201504': '-17241', '201601': '-15843', '201602': '-18210', '201603': '-8057', '201604': '-5406', '201701': '-7384', '201702': '-8765', '201703': '-5497', '201704': '-5937', '201801': '-4963', '201802': '-10933', '201803': '-13926', '201804': '-16055', '201901': '-18767', '201902': '-31736', '201903': '-29723', '201904': '-29827', '202001': '-28848', '202002': '-38677', '202003': '-33328', '202004': '-18602', '202101': '-24087', '202102': '-22551', '202103': '-20871', '202104': '-24488'}",-130
494,{'101007': 'F.7 - Derivativos financeiros'},201303,"{'201001': '-86', '201002': '-267', '201003': '-92', '201004': '-188', '201101': '-165', '201102': '-220', '201103': '-97', '201104': '-157', '201201': '-75', '201202': '-102', '201203': '-258', '201204': '-94', '201301': '-569', '201302': '-130', '201303': '-223', '201304': '-207', '201401': '-2532', '201402': '-2948', '201403': '-3242', '201404': '-9538', '201501': '-12307', '201502': '-16737', '201503': '-23076', '201504': '-17241', '201601': '-15843', '201602': '-18210', '201603': '-8057', '201604': '-5406', '201701': '-7384', '201702': '-8765', '201703': '-5497', '201704': '-5937', '201801': '-4963', '201802': '-10933', '201803': '-13926', '201804': '-16055', '201901': '-18767', '201902': '-31736', '201903': '-29723', '201904': '-29827', '202001': '-28848', '202002': '-38677', '202003': '-33328', '202004': '-18602', '202101': '-24087', '202102': '-22551', '202103': '-20871', '202104': '-24488'}",-223
495,{'101007': 'F.7 - Derivativos financeiros'},201304,"{'201001': '-86', '201002': '-267', '201003': '-92', '201004': '-188', '201101': '-165', '201102': '-220', '201103': '-97', '201104': '-157', '201201': '-75', '201202': '-102', '201203': '-258', '201204': '-94', '201301': '-569', '201302': '-130', '201303': '-223', '201304': '-207', '201401': '-2532', '201402': '-2948', '201403': '-3242', '201404': '-9538', '201501': '-12307', '201502': '-16737', '201503': '-23076', '201504': '-17241', '201601': '-15843', '201602': '-18210', '201603': '-8057', '201604': '-5406', '201701': '-7384', '201702': '-8765', '201703': '-5497', '201704': '-5937', '201801': '-4963', '201802': '-10933', '201803': '-13926', '201804': '-16055', '201901': '-18767', '201902': '-31736', '201903': '-29723', '201904': '-29827', '202001': '-28848', '202002': '-38677', '202003': '-33328', '202004': '-18602', '202101': '-24087', '202102': '-22551', '202103': '-20871', '202104': '-24488'}",-207
496,{'101007': 'F.7 - Derivativos financeiros'},201401,"{'201001': '-86', '201002': '-267', '201003': '-92', '201004': '-188', '201101': '-165', '201102': '-220', '201103': '-97', '201104': '-157', '201201': '-75', '201202': '-102', '201203': '-258', '201204': '-94', '201301': '-569', '201302': '-130', '201303': '-223', '201304': '-207', '201401': '-2532', '201402': '-2948', '201403': '-3242', '201404': '-9538', '201501': '-12307', '201502': '-16737', '201503': '-23076', '201504': '-17241', '201601': '-15843', '201602': '-18210', '201603': '-8057', '201604': '-5406', '201701': '-7384', '201702': '-8765', '201703': '-5497', '201704': '-5937', '201801': '-4963', '201802': '-10933', '201803': '-13926', '201804': '-16055', '201901': '-18767', '201902': '-31736', '201903': '-29723', '201904': '-29827', '202001': '-28848', '202002': '-38677', '202003': '-33328', '202004': '-18602', '202101': '-24087', '202102': '-22551', '202103': '-20871', '202104': '-24488'}",-2532
497,{'101007': 'F.7 - Derivativos financeiros'},201402,"{'201001': '-86', '201002': '-267', '201003': '-92', '201004': '-188', '201101': '-165', '201102': '-220', '201103': '-97', '201104': '-157', '201201': '-75', '201202': '-102', '201203': '-258', '201204': '-94', '201301': '-569', '201302': '-130', '201303': '-223', '201304': '-207', '201401': '-2532', '201402': '-2948', '201403': '-3242', '201404': '-9538', '201501': '-12307', '201502': '-16737', '201503': '-23076', '201504': '-17241', '201601': '-15843', '201602': '-18210', '201603': '-8057', '201604': '-5406', '201701': '-7384', '201702': '-8765', '201703': '-5497', '201704': '-5937', '201801': '-4963', '201802': '-10933', '201803': '-13926', '201804': '-16055', '201901': '-18767', '201902': '-31736', '201903': '-29723', '201904': '-29827', '202001': '-28848', '202002': '-38677', '202003': '-33328', '202004': '-18602', '202101': '-24087', '202102': '-22551', '202103': '-20871', '202104': '-24488'}",-2948
498,{'101007': 'F.7 - Derivativos financeiros'},201403,"{'201001': '-86', '201002': '-267', '201003': '-92', '201004': '-188', '201101': '-165', '201102': '-220', '201103': '-97', '201104': '-157', '201201': '-75', '201202': '-102', '201203': '-258', '201204': '-94', '201301': '-569', '201302': '-130', '201303': '-223', '201304': '-207', '201401': '-2532', '201402': '-2948', '201403': '-3242', '201404': '-9538', '201501': '-12307', '201502': '-16737', '201503': '-23076', '201504': '-17241', '201601': '-15843', '201602': '-18210', '201603': '-8057', '201604': '-5406', '201701': '-7384', '201702': '-8765', '201703': '-5497', '201704': '-5937', '201801': '-4963', '201802': '-10933', '201803': '-13926', '201804': '-16055', '201901': '-18767', '201902': '-31736', '201903': '-29723', '201904': '-29827', '202001': '-28848', '202002': '-38677', '202003': '-33328', '202004': '-18602', '202101': '-24087', '202102': '-22551', '202103': '-20871', '202104': '-24488'}",-3242
499,{'101007': 'F.7 - Derivativos financeiros'},201404,"{'201001': '-86', '201002': '-267', '201003': '-92', '201004': '-188', '201101': '-165', '201102': '-220', '201103': '-97', '201104': '-157', '201201': '-75', '201202': '-102', '201203': '-258', '201204': '-94', '201301': '-569', '201302': '-130', '201303': '-223', '201304': '-207', '201401': '-2532', '201402': '-2948', '201403': '-3242', '201404': '-9538', '201501': '-12307', '201502': '-16737', '201503': '-23076', '201504': '-17241', '201601': '-15843', '201602': '-18210', '201603': '-8057', '201604': '-5406', '201701': '-7384', '201702': '-8765', '201703': '-5497', '201704': '-5937', '201801': '-4963', '201802': '-10933', '201803': '-13926', '201804': '-16055', '201901': '-18767', '201902': '-31736', '201903': '-29723', '201904': '-29827', '202001': '-28848', '202002': '-38677', '202003': '-33328', '202004': '-18602', '202101': '-24087', '202102': '-22551', '202103': '-20871', '202104': '-24488'}",-9538
500,{'101007': 'F.7 - Derivativos financeiros'},201501,"{'201001': '-86', '201002': '-267', '201003': '-92', '201004': '-188', '201101': '-165', '201102': '-220', '201103': '-97', '201104': '-157', '201201': '-75', '201202': '-102', '201203': '-258', '201204': '-94', '201301': '-569', '201302': '-130', '201303': '-223', '201304': '-207', '201401': '-2532', '201402': '-2948', '201403': '-3242', '201404': '-9538', '201501': '-12307', '201502': '-16737', '201503': '-23076', '201504': '-17241', '201601': '-15843', '201602': '-18210', '201603': '-8057', '201604': '-5406', '201701': '-7384', '201702': '-8765', '201703': '-5497', '201704': '-5937', '201801': '-4963', '201802': '-10933', '201803': '-13926', '201804': '-16055', '201901': '-18767', '201902': '-31736', '201903': '-29723', '201904': '-29827', '202001': '-28848', '202002': '-38677', '202003': '-33328', '202004': '-18602', '202101': '-24087', '202102': '-22551', '202103': '-20871', '202104': '-24488'}",-12307
501,{'101007': 'F.7 - Derivativos financeiros'},201502,"{'201001': '-86', '201002': '-267', '201003': '-92', '201004': '-188', '201101': '-165', '201102': '-220', '201103': '-97', '201104': '-157', '201201': '-75', '201202': '-102', '201203': '-258', '201204': '-94', '201301': '-569', '201302': '-130', '201303': '-223', '201304': '-207', '201401': '-2532', '201402': '-2948', '201403': '-3242', '201404': '-9538', '201501': '-12307', '201502': '-16737', '201503': '-23076', '201504': '-17241', '201601': '-15843', '201602': '-18210', '201603': '-8057', '201604': '-5406', '201701': '-7384', '201702': '-8765', '201703': '-5497', '201704': '-5937', '201801': '-4963', '201802': '-10933', '201803': '-13926', '201804': '-16055', '201901': '-18767', '201902': '-31736', '201903': '-29723', '201904': '-29827', '202001': '-28848', '202002': '-38677', '202003': '-33328', '202004': '-18602', '202101': '-24087', '202102': '-22551', '202103': '-20871', '202104': '-24488'}",-16737
